# id timestamp tx ty tz qx qy qz qw
0 4909.788295984268188 7.361153326818203 0.010668580766416 -1.352190383065408 0.011252382135275 -0.018380381652506 0.921994949937526 -0.386601678418871
1 4909.790298938751221 7.361157414914294 0.010921191546097 -1.352090826751126 0.011326807080569 -0.018504129234889 0.922008792529870 -0.386560586635819
2 4909.792299985885620 7.361165860054625 0.011173544054955 -1.351982642199314 0.011398928078843 -0.018625377211776 0.922023356699509 -0.386517903159663
3 4909.794300079345703 7.361178739908011 0.011425670512785 -1.351865823583057 0.011468792316799 -0.018744195288142 0.922038643400703 -0.386473623966223
4 4909.796298980712891 7.361196126753626 0.011677406363432 -1.351740382393177 0.011536408706091 -0.018860599978857 0.922054631037014 -0.386427802345793
5 4909.798300027847290 7.361218133689235 0.011929036606922 -1.351606086253296 0.011601902264323 -0.018974811051977 0.922071328039423 -0.386380406357525
6 4909.800303936004639 7.361244866746667 0.012180514135074 -1.351462837727327 0.011665301856101 -0.019086887798750 0.922088724096698 -0.386331459164909
7 4909.802299976348877 7.361276245436600 0.012430359581845 -1.351311420020774 0.011726289824491 -0.019196265804597 0.922106704730476 -0.386281273940653
8 4909.804300069808960 7.361312523617188 0.012679931916325 -1.351150937347470 0.011785250183916 -0.019303631857736 0.922125356585749 -0.386229600648123
9 4909.806299924850464 7.361353717161674 0.012928558328595 -1.350981692517156 0.011842063822399 -0.019408776284889 0.922144622549282 -0.386176591769869
10 4909.808299064636230 7.361399892388392 0.013176045090795 -1.350803715727603 0.011896732255079 -0.019511702694589 0.922164478643785 -0.386122306461625
11 4909.810301065444946 7.361451219580247 0.013422697789121 -1.350616657985298 0.011949363399132 -0.019612618869081 0.922184942331693 -0.386066691171543
12 4909.812299013137817 7.361507596147251 0.013667530497689 -1.350421156812718 0.011999790866068 -0.019711205310966 0.922205923420382 -0.386009984602367
13 4909.814296960830688 7.361569199695373 0.013910908877444 -1.350216826097277 0.012048136794334 -0.019807695554629 0.922227443763642 -0.385952120820419
14 4909.816296100616455 7.361636150404127 0.014152841690945 -1.350003519674986 0.012094441620489 -0.019902172381099 0.922249497638172 -0.385893109711149
15 4909.818296909332275 7.361708554349486 0.014393247740195 -1.349781151281269 0.012138725415718 -0.019994681018488 0.922272072309900 -0.385832980334047
16 4909.820300102233887 7.361786532569316 0.014632071736257 -1.349549597989935 0.012181011254813 -0.020085275536624 0.922295158178518 -0.385771753595168
17 4909.822295904159546 7.361869762109174 0.014868019965996 -1.349310006800213 0.012221113899017 -0.020173548505709 0.922318621658925 -0.385709777497196
18 4909.824295997619629 7.361958795272816 0.015102342663834 -1.349060979600654 0.012259286254226 -0.020260048365556 0.922342579852975 -0.385646736963922
19 4909.826296091079712 7.362053537006141 0.015334394485202 -1.348803005603652 0.012295453369890 -0.020344610306380 0.922366963587535 -0.385582809705284
20 4909.828299045562744 7.362154213028812 0.015564366259389 -1.348535680115770 0.012329676169335 -0.020427378323114 0.922391789373482 -0.385517947956760
21 4909.830300092697144 7.362260665517565 0.015791572537452 -1.348259616650432 0.012361885241979 -0.020508181175900 0.922416979108515 -0.385452351076552
22 4909.832298994064331 7.362372941307237 0.016015857969186 -1.347974858930743 0.012392096227899 -0.020587042065593 0.922442509348939 -0.385386074730393
23 4909.834300041198730 7.362491358676092 0.016237567884552 -1.347680779075185 0.012420387466206 -0.020664157413021 0.922468415609642 -0.385319022079413
